CustomerID,Gender,Age,Items Purchased,Category,Purchase Amount,Shipping Type,Subscription Status,Season,Country,Age Group
363,Female,36,Coat,Outerwear,69,Next Day Air,No,Winter,Afghanistan,35-44
364,Female,25,Coat,Outerwear,85,Next Day Air,Yes,Winter,Afghanistan,18-24
365,Male,36,Coat,Outerwear,12,Next Day Air,No,Winter,Afghanistan,35-44
366,Male,39,Coat,Outerwear,100,Next Day Air,Yes,Winter,Afghanistan,35-44
367,Female,38,Coat,Outerwear,23,Next Day Air,No,Winter,Afghanistan,35-44
368,Female,22,Coat,Outerwear,14,Next Day Air,Yes,Winter,Afghanistan,18-24
369,Male,22,Coat,Outerwear,25,Next Day Air,No,Winter,Afghanistan,18-24
370,Female,22,Coat,Outerwear,41,Next Day Air,Yes,Winter,Afghanistan,18-24
371,Male,22,Coat,Outerwear,22,Next Day Air,No,Winter,Afghanistan,18-24
372,Female,22,Coat,Outerwear,63,Free Shipping,Yes,Winter,Afghanistan,18-24
373,Female,22,Coat,Outerwear,55,Free Shipping,No,Winter,Afghanistan,18-24
374,Female,22,Coat,Outerwear,98,Free Shipping,Yes,Winter,Afghanistan,18-24
375,Male,22,Coat,Outerwear,99,Free Shipping,No,Winter,Afghanistan,18-24
376,Male,22,Coat,Outerwear,65,Free Shipping,Yes,Winter,Afghanistan,18-24
377,Female,22,Coat,Outerwear,35,Free Shipping,No,Winter,Afghanistan,18-24
378,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
379,Female,22,Coat,Outerwear,96,Free Shipping,No,Winter,Afghanistan,18-24
380,Female,22,Coat,Outerwear,74,Free Shipping,Yes,Winter,Afghanistan,18-24
381,Male,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,18-24
382,Male,22,Shirt,Clothing,22,Free Shipping,Yes,Winter,Afghanistan,18-24
383,Male,22,Shirt,Clothing,21,Free Shipping,No,Winter,Afghanistan,18-24
384,Female,22,Shirt,Clothing,45,Free Shipping,Yes,Winter,Afghanistan,18-24
385,Female,22,Shirt,Clothing,77,Free Shipping,No,Winter,Afghanistan,18-24
386,Male,22,Shirt,Clothing,50,Free Shipping,Yes,Winter,Afghanistan,18-24
387,Female,22,Shirt,Clothing,25,Free Shipping,No,Winter,Afghanistan,18-24
388,Female,22,Shirt,Clothing,15,Free Shipping,Yes,Winter,Afghanistan,18-24
389,Female,22,Shirt,Clothing,69,Free Shipping,No,Winter,Afghanistan,18-24
390,Female,22,Shirt,Clothing,85,Free Shipping,Yes,Winter,Afghanistan,18-24
391,Female,22,Shirt,Clothing,12,Free Shipping,No,Winter,Afghanistan,18-24
392,Male,22,Shirt,Clothing,100,Free Shipping,Yes,Winter,Afghanistan,18-24
393,Male,22,Shirt,Clothing,23,Free Shipping,No,Winter,Afghanistan,18-24
394,Female,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,18-24
395,Female,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,18-24
396,Male,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,18-24
397,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,18-24
398,Female,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,18-24
399,Male,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,18-24
400,Male,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,18-24
401,Female,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,18-24
402,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,18-24
403,Male,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,18-24
404,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
405,Male,22,Sneakers,Footwear,96,Free Shipping,No,Winter,Afghanistan,18-24
406,Female,22,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Afghanistan,18-24
407,Female,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,18-24
408,Male,22,Sneakers,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,18-24
409,Male,22,Sneakers,Footwear,21,Free Shipping,No,Winter,Afghanistan,18-24
410,Male,22,Sneakers,Footwear,45,Free Shipping,Yes,Winter,Afghanistan,18-24
411,Male,22,Sneakers,Footwear,77,Free Shipping,No,Winter,Afghanistan,18-24
412,Female,22,Sneakers,Footwear,50,Free Shipping,Yes,Winter,Afghanistan,18-24
413,Female,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,18-24
414,Male,22,Sneakers,Footwear,15,Free Shipping,Yes,Winter,Afghanistan,18-24
415,Female,22,Sneakers,Footwear,69,Free Shipping,No,Winter,Afghanistan,18-24
416,Female,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
417,Female,22,Sneakers,Footwear,12,Free Shipping,No,Winter,Afghanistan,18-24
418,Female,22,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Afghanistan,18-24
419,Female,22,Sneakers,Footwear,23,Free Shipping,No,Winter,Afghanistan,18-24
420,Female,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,18-24
421,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,18-24
422,Female,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,18-24
423,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,18-24
424,Male,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,18-24
425,Female,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,18-24
426,Female,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,18-24
427,Male,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,18-24
428,Male,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,18-24
429,Male,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,18-24
430,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
431,Male,22,Sneakers,Footwear,96,Free Shipping,No,Winter,Afghanistan,18-24
432,Male,22,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Afghanistan,18-24
433,Female,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,18-24
434,Female,22,Sneakers,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,18-24
435,Male,22,Sneakers,Footwear,21,Free Shipping,No,Winter,Afghanistan,18-24
436,Female,22,Sneakers,Footwear,45,Free Shipping,Yes,Winter,Afghanistan,18-24
437,Female,22,Sneakers,Footwear,77,Free Shipping,No,Winter,Afghanistan,18-24
438,Male,22,Sneakers,Footwear,50,Free Shipping,Yes,Winter,Afghanistan,18-24
439,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,18-24
440,Female,22,Sneakers,Footwear,15,Free Shipping,Yes,Winter,Afghanistan,18-24
441,Female,22,Sneakers,Footwear,69,Free Shipping,No,Winter,Afghanistan,18-24
442,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
443,Female,22,Sneakers,Footwear,12,Free Shipping,No,Winter,Afghanistan,18-24
444,Female,22,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Afghanistan,18-24
445,Male,22,Sneakers,Footwear,23,Free Shipping,No,Winter,Afghanistan,18-24
446,Male,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,18-24
447,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,18-24
448,Female,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,18-24
449,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,18-24
450,Male,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,18-24
451,Male,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,18-24
452,Male,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,18-24
453,Female,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,18-24
454,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,18-24
455,Female,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,18-24
456,Female,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,18-24
457,Male,22,Blouse,Clothing,96,Free Shipping,No,Winter,Afghanistan,18-24
458,Female,22,Sweater,Clothing,74,Free Shipping,Yes,Winter,Afghanistan,18-24
459,Male,22,Jeans,Clothing,52,Free Shipping,No,Winter,Afghanistan,18-24
460,Female,22,Sandals,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,18-24
461,Female,22,Blouse,Clothing,21,Free Shipping,No,Winter,Afghanistan,18-24
462,Female,22,Sneakers,Footwear,45,Express,Yes,Winter,Afghanistan,18-24
463,Male,22,Shirt,Clothing,77,Free Shipping,No,Winter,Afghanistan,18-24
464,Female,22,Shorts,Clothing,50,Next Day Air,Yes,Winter,Afghanistan,18-24
465,Male,22,Coat,Outerwear,25,2-Day Shipping,No,Winter,Afghanistan,18-24
466,Female,22,Handbag,Accessories,15,2-Day Shipping,Yes,Winter,Afghanistan,18-24
467,Male,22,Sunglasses,Accessories,69,2-Day Shipping,No,Winter,Afghanistan,18-24
468,Female,22,Scarf,Accessories,85,2-Day Shipping,Yes,Winter,Afghanistan,18-24
469,Female,22,Blouse,Clothing,12,2-Day Shipping,No,Winter,Afghanistan,18-24
470,Male,22,Sweater,Clothing,100,2-Day Shipping,Yes,Winter,Afghanistan,18-24
471,Male,22,Jeans,Clothing,23,2-Day Shipping,No,Winter,Afghanistan,18-24
472,Male,22,Sandals,Footwear,14,2-Day Shipping,Yes,Winter,Afghanistan,18-24
473,Male,22,Blouse,Clothing,25,2-Day Shipping,No,Winter,Afghanistan,18-24
474,Male,22,Sneakers,Footwear,41,2-Day Shipping,Yes,Winter,Afghanistan,18-24
475,Female,22,Shirt,Clothing,22,2-Day Shipping,No,Winter,Afghanistan,18-24
476,Female,22,Shorts,Clothing,63,2-Day Shipping,Yes,Winter,Afghanistan,18-24
477,Male,22,Coat,Outerwear,55,2-Day Shipping,No,Winter,Afghanistan,18-24
478,Male,22,Handbag,Accessories,98,2-Day Shipping,Yes,Winter,Afghanistan,18-24
479,Male,22,Sunglasses,Accessories,99,2-Day Shipping,No,Winter,Afghanistan,18-24
480,Male,22,Scarf,Accessories,65,2-Day Shipping,Yes,Winter,Afghanistan,18-24
481,Female,22,Blouse,Clothing,35,2-Day Shipping,No,Winter,Afghanistan,18-24
482,Female,22,Sweater,Clothing,85,2-Day Shipping,Yes,Winter,Afghanistan,18-24
483,Male,22,Jeans,Clothing,96,Express,No,Winter,Afghanistan,18-24
484,Female,22,Sandals,Footwear,74,Express,Yes,Winter,Afghanistan,18-24
485,Female,22,Blouse,Clothing,52,Express,No,Winter,Afghanistan,18-24
486,Male,22,Sneakers,Footwear,22,Express,Yes,Winter,Afghanistan,18-24
487,Female,22,Shirt,Clothing,21,Express,No,Winter,Afghanistan,18-24
488,Male,22,Shorts,Clothing,45,Express,Yes,Winter,Afghanistan,18-24
489,Female,22,Coat,Outerwear,77,Express,No,Winter,Afghanistan,18-24
490,Female,22,Handbag,Accessories,50,Express,Yes,Winter,Afghanistan,18-24
491,Female,22,Sunglasses,Accessories,25,Express,No,Winter,Afghanistan,18-24
492,Female,22,Scarf,Accessories,15,Express,Yes,Winter,Afghanistan,18-24
493,Male,22,Blouse,Clothing,69,Express,No,Winter,Afghanistan,18-24
494,Female,22,Sweater,Clothing,85,Express,Yes,Winter,Afghanistan,18-24
495,Female,22,Jeans,Clothing,12,Next Day Air,No,Winter,Afghanistan,18-24
496,Female,22,Sandals,Footwear,100,Next Day Air,Yes,Winter,Afghanistan,18-24
497,Female,22,Blouse,Clothing,23,Next Day Air,No,Winter,Afghanistan,18-24
498,Male,22,Sneakers,Footwear,14,Next Day Air,Yes,Winter,Afghanistan,18-24
499,Male,22,Shirt,Clothing,25,Next Day Air,No,Winter,Afghanistan,18-24
500,Male,22,Shorts,Clothing,41,Next Day Air,Yes,Winter,Afghanistan,18-24
501,Female,22,Coat,Outerwear,22,Next Day Air,No,Winter,Afghanistan,18-24
502,Male,22,Handbag,Accessories,63,Next Day Air,Yes,Winter,Afghanistan,18-24
503,Female,22,Sunglasses,Accessories,55,Next Day Air,No,Winter,Afghanistan,18-24
504,Female,22,Scarf,Accessories,98,Next Day Air,Yes,Winter,Afghanistan,18-24
505,Female,22,Blouse,Clothing,99,Next Day Air,No,Winter,Afghanistan,18-24
506,Female,22,Sweater,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,18-24
507,Female,22,Jeans,Clothing,35,Next Day Air,No,Winter,Afghanistan,18-24
508,Male,22,Blouse,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,18-24
509,Female,22,Sweater,Clothing,96,Next Day Air,No,Winter,Afghanistan,18-24
510,Female,22,Jeans,Clothing,74,Next Day Air,Yes,Winter,Afghanistan,18-24
511,Female,22,Sandals,Footwear,52,Next Day Air,No,Winter,Afghanistan,18-24
512,Female,22,Blouse,Clothing,22,Next Day Air,Yes,Winter,Afghanistan,18-24
513,Male,22,Sneakers,Footwear,21,Next Day Air,No,Winter,Afghanistan,18-24
514,Male,22,Shirt,Clothing,45,Next Day Air,Yes,Winter,Afghanistan,18-24
515,Male,22,Shorts,Clothing,77,Next Day Air,No,Winter,Afghanistan,18-24
516,Female,22,Coat,Outerwear,50,Next Day Air,Yes,Winter,Afghanistan,18-24
517,Male,22,Handbag,Accessories,25,Next Day Air,No,Winter,Afghanistan,18-24
518,Female,22,Sunglasses,Accessories,15,Next Day Air,Yes,Winter,Afghanistan,18-24
519,Female,22,Scarf,Accessories,69,Next Day Air,No,Winter,Afghanistan,18-24
520,Female,22,Blouse,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,18-24
521,Female,22,Sweater,Clothing,12,Next Day Air,No,Winter,Afghanistan,18-24
522,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Winter,Afghanistan,18-24
523,Male,22,Sandals,Footwear,23,Next Day Air,No,Winter,Afghanistan,18-24
524,Female,22,Blouse,Clothing,14,Next Day Air,Yes,Winter,Afghanistan,18-24
525,Female,22,Sneakers,Footwear,25,Next Day Air,No,Winter,Afghanistan,18-24
526,Female,22,Shirt,Clothing,41,Next Day Air,Yes,Winter,Afghanistan,18-24
527,Female,22,Shorts,Clothing,22,Next Day Air,No,Winter,Afghanistan,18-24
528,Male,22,Coat,Outerwear,63,Next Day Air,Yes,Winter,Afghanistan,18-24
529,Male,22,Handbag,Accessories,55,Next Day Air,No,Winter,Afghanistan,18-24
530,Male,22,Sunglasses,Accessories,98,Next Day Air,Yes,Winter,Afghanistan,18-24
531,Female,22,Scarf,Accessories,99,Next Day Air,No,Winter,Afghanistan,18-24
532,Male,22,Blouse,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,18-24
533,Female,22,Sweater,Clothing,35,Next Day Air,No,Winter,Afghanistan,18-24
534,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,18-24
535,Female,22,Sandals,Footwear,96,Next Day Air,No,Winter,Afghanistan,18-24
536,Female,22,Blouse,Clothing,74,Next Day Air,Yes,Winter,Afghanistan,18-24
537,Male,22,Sneakers,Footwear,52,Next Day Air,No,Winter,Afghanistan,18-24
538,Male,22,Shirt,Clothing,22,Next Day Air,Yes,Winter,Afghanistan,18-24
539,Male,22,Shorts,Clothing,21,Next Day Air,No,Winter,Afghanistan,18-24
540,Female,22,Coat,Outerwear,45,Next Day Air,Yes,Winter,Afghanistan,18-24
541,Male,22,Handbag,Accessories,77,Next Day Air,No,Winter,Afghanistan,18-24
542,Female,22,Sunglasses,Accessories,50,Next Day Air,Yes,Winter,Afghanistan,18-24
543,Female,22,Scarf,Accessories,25,Next Day Air,No,Winter,Afghanistan,18-24
544,Female,22,Blouse,Clothing,15,Next Day Air,Yes,Winter,Afghanistan,18-24
545,Female,22,Sweater,Clothing,69,Next Day Air,No,Winter,Afghanistan,18-24
546,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,18-24
547,Male,22,Sandals,Footwear,12,Next Day Air,No,Winter,Afghanistan,18-24
548,Female,22,Blouse,Clothing,100,Next Day Air,Yes,Winter,Afghanistan,18-24
549,Female,22,Sneakers,Footwear,23,Next Day Air,No,Winter,Afghanistan,18-24
550,Female,22,Shirt,Clothing,14,Next Day Air,Yes,Winter,Afghanistan,18-24
551,Male,22,Shorts,Clothing,25,Next Day Air,No,Winter,Afghanistan,18-24
552,Female,22,Coat,Outerwear,41,Next Day Air,Yes,Winter,Afghanistan,18-24
553,Female,22,Handbag,Accessories,22,Next Day Air,No,Winter,Afghanistan,18-24
554,Female,22,Sunglasses,Accessories,63,Next Day Air,Yes,Winter,Afghanistan,18-24
555,Female,22,Scarf,Accessories,55,Next Day Air,No,Winter,Afghanistan,18-24
556,Male,22,Blouse,Clothing,98,Next Day Air,Yes,Winter,Afghanistan,18-24
557,Male,22,Sweater,Clothing,99,Next Day Air,No,Winter,Afghanistan,18-24
558,Male,22,Jeans,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,18-24
559,Female,22,Blouse,Clothing,35,Next Day Air,No,Winter,Afghanistan,18-24
560,Male,22,Sweater,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,18-24
561,Female,22,Jeans,Clothing,96,Next Day Air,No,Winter,Afghanistan,18-24
562,Female,22,Sandals,Footwear,74,Next Day Air,Yes,Winter,Afghanistan,18-24
563,Female,22,Blouse,Clothing,52,Next Day Air,No,Winter,Afghanistan,18-24
564,Female,22,Sneakers,Footwear,22,Next Day Air,Yes,Winter,Afghanistan,18-24
565,Female,22,Shirt,Clothing,21,Next Day Air,No,Winter,Afghanistan,18-24
566,Male,22,Shorts,Clothing,45,Next Day Air,Yes,Winter,Afghanistan,18-24
567,Female,22,Coat,Outerwear,77,Next Day Air,No,Winter,Afghanistan,18-24
568,Female,22,Handbag,Accessories,50,Next Day Air,Yes,Winter,Afghanistan,18-24
569,Female,22,Sunglasses,Accessories,25,Next Day Air,No,Winter,Albania,18-24
570,Female,22,Scarf,Accessories,15,Next Day Air,Yes,Winter,Albania,18-24
571,Male,22,Blouse,Clothing,69,Next Day Air,No,Winter,Albania,18-24
572,Female,22,Sweater,Clothing,85,Next Day Air,Yes,Winter,Albania,18-24
573,Female,22,Jeans,Clothing,12,Next Day Air,No,Winter,Albania,18-24
574,Female,22,Sandals,Footwear,100,Next Day Air,Yes,Winter,Albania,18-24
575,Female,22,Blouse,Clothing,23,Next Day Air,No,Winter,Albania,18-24
576,Male,22,Sneakers,Footwear,14,Next Day Air,Yes,Winter,Albania,18-24
577,Male,22,Shirt,Clothing,25,Next Day Air,No,Winter,Albania,18-24
578,Male,22,Shorts,Clothing,41,Next Day Air,Yes,Winter,Albania,18-24
579,Female,23,Coat,Outerwear,22,Next Day Air,No,Winter,Albania,18-24
580,Male,25,Handbag,Accessories,63,Next Day Air,Yes,Winter,Albania,18-24
581,Female,46,Sunglasses,Accessories,55,Next Day Air,No,Winter,Albania,45-54
582,Female,28,Scarf,Accessories,98,Next Day Air,Yes,Winter,Albania,25-34
583,Female,24,Blouse,Clothing,99,Next Day Air,No,Winter,Albania,18-24
584,Female,27,Sweater,Clothing,65,Next Day Air,Yes,Winter,Albania,25-34
585,Female,22,Jeans,Clothing,35,Next Day Air,No,Winter,Albania,18-24
586,Male,22,Sandals,Footwear,85,Next Day Air,Yes,Winter,Albania,18-24
587,Female,22,Blouse,Clothing,96,Next Day Air,No,Winter,Albania,18-24
588,Female,22,Sneakers,Footwear,74,Next Day Air,Yes,Winter,Albania,18-24
589,Female,22,Shirt,Clothing,52,Next Day Air,No,Winter,Albania,18-24
590,Female,22,Shorts,Clothing,22,Next Day Air,Yes,Winter,Albania,18-24
591,Male,22,Coat,Outerwear,21,Next Day Air,No,Winter,Albania,18-24
592,Female,22,Handbag,Accessories,45,Next Day Air,Yes,Winter,Albania,18-24
593,Male,22,Sunglasses,Accessories,77,Next Day Air,No,Winter,Albania,18-24
594,Female,22,Scarf,Accessories,50,Next Day Air,Yes,Winter,Albania,18-24
595,Female,22,Blouse,Clothing,25,Next Day Air,No,Winter,Albania,18-24
596,Female,22,Sweater,Clothing,15,Next Day Air,Yes,Winter,Albania,18-24
597,Female,22,Jeans,Clothing,69,Next Day Air,No,Winter,Albania,18-24
598,Male,22,Sandals,Footwear,85,Next Day Air,Yes,Winter,Albania,18-24
599,Male,22,Blouse,Clothing,12,Next Day Air,No,Winter,Albania,18-24
600,Male,22,Sneakers,Footwear,100,Next Day Air,Yes,Winter,Albania,18-24
601,Male,22,Shirt,Clothing,23,Next Day Air,No,Winter,Albania,18-24
602,Male,22,Shorts,Clothing,14,Next Day Air,Yes,Winter,Albania,18-24
603,Female,22,Coat,Outerwear,25,Next Day Air,No,Winter,Albania,18-24
604,Female,22,Handbag,Accessories,41,Next Day Air,Yes,Winter,Albania,18-24
605,Female,22,Sunglasses,Accessories,22,Free Shipping,No,Winter,Albania,18-24
606,Female,22,Scarf,Accessories,63,Free Shipping,Yes,Winter,Albania,18-24
607,Female,33,Blouse,Clothing,55,Free Shipping,No,Winter,Albania,25-34
608,Female,33,Sweater,Clothing,98,Free Shipping,Yes,Winter,Albania,25-34
609,Male,33,Jeans,Clothing,99,Free Shipping,No,Winter,Albania,25-34
610,Female,33,Blouse,Clothing,65,Free Shipping,Yes,Winter,Albania,25-34
611,Male,33,Sweater,Clothing,35,Free Shipping,No,Winter,Albania,25-34
612,Female,33,Jeans,Clothing,85,Free Shipping,Yes,Winter,Albania,25-34
613,Female,33,Sandals,Footwear,96,Free Shipping,No,Winter,Albania,25-34
614,Female,33,Blouse,Clothing,74,Free Shipping,Yes,Winter,Albania,25-34
615,Male,33,Sneakers,Footwear,52,Free Shipping,No,Winter,Albania,25-34
616,Male,33,Shirt,Clothing,22,Free Shipping,Yes,Winter,Albania,25-34
617,Female,33,Shorts,Clothing,21,Free Shipping,No,Winter,Albania,25-34
618,Male,33,Coat,Outerwear,45,Free Shipping,Yes,Winter,Albania,25-34
619,Male,33,Handbag,Accessories,77,Free Shipping,No,Winter,Albania,25-34
620,Female,33,Sunglasses,Accessories,50,Free Shipping,Yes,Winter,Albania,25-34
621,Male,33,Scarf,Accessories,25,Free Shipping,No,Winter,Albania,25-34
622,Male,33,Blouse,Clothing,15,Free Shipping,Yes,Winter,Albania,25-34
623,Female,33,Sweater,Clothing,69,Free Shipping,No,Winter,Albania,25-34
624,Male,33,Jeans,Clothing,85,Free Shipping,Yes,Winter,Albania,25-34
625,Female,33,Sandals,Footwear,12,Free Shipping,No,Winter,Albania,25-34
626,Male,33,Blouse,Clothing,100,Free Shipping,Yes,Winter,Albania,25-34
627,Female,33,Sneakers,Footwear,23,Free Shipping,No,Winter,Albania,25-34
628,Male,60,Shirt,Clothing,14,Free Shipping,Yes,Winter,Albania,55-64
629,Female,60,Shorts,Clothing,25,Free Shipping,No,Winter,Albania,55-64
630,Female,60,Coat,Outerwear,41,Free Shipping,Yes,Winter,Albania,55-64
631,Male,60,Handbag,Accessories,22,Free Shipping,No,Winter,Albania,55-64
632,Female,60,Sunglasses,Accessories,63,Free Shipping,Yes,Winter,Albania,55-64
633,Male,60,Scarf,Accessories,55,Free Shipping,No,Winter,Albania,55-64
634,Male,60,Blouse,Clothing,98,Free Shipping,Yes,Winter,Albania,55-64
635,Female,60,Sweater,Clothing,99,Free Shipping,No,Winter,Albania,55-64
636,Female,60,Jeans,Clothing,65,Free Shipping,Yes,Winter,Albania,55-64
637,Female,60,Sandals,Footwear,35,Free Shipping,No,Winter,Albania,55-64
638,Female,60,Blouse,Clothing,85,Free Shipping,Yes,Winter,Albania,55-64
639,Female,60,Sneakers,Footwear,96,Free Shipping,No,Winter,Albania,55-64
640,Female,60,Shirt,Clothing,74,Free Shipping,Yes,Winter,Albania,55-64
641,Female,60,Shorts,Clothing,52,Free Shipping,No,Winter,Albania,55-64
642,Male,55,Coat,Outerwear,22,Free Shipping,Yes,Winter,Albania,45-54
643,Male,55,Handbag,Accessories,21,Free Shipping,No,Winter,Albania,45-54
644,Female,55,Sunglasses,Accessories,45,Free Shipping,Yes,Winter,Albania,45-54
645,Female,55,Scarf,Accessories,77,Free Shipping,No,Winter,Albania,45-54
646,Female,55,Blouse,Clothing,50,Free Shipping,Yes,Winter,Albania,45-54
647,Female,55,Sweater,Clothing,25,Free Shipping,No,Winter,Albania,45-54
648,Female,55,Jeans,Clothing,15,Free Shipping,Yes,Winter,Albania,45-54
649,Female,55,Sandals,Footwear,69,Free Shipping,No,Winter,Albania,45-54
650,Female,55,Blouse,Clothing,85,Free Shipping,Yes,Winter,Albania,45-54
651,Female,55,Sneakers,Footwear,12,Free Shipping,No,Winter,Albania,45-54
652,Male,55,Shirt,Clothing,100,Free Shipping,Yes,Winter,Albania,45-54
653,Female,55,Shorts,Clothing,23,Free Shipping,No,Winter,Albania,45-54
654,Male,55,Coat,Outerwear,14,Free Shipping,Yes,Winter,Albania,45-54
655,Female,55,Handbag,Accessories,25,Free Shipping,No,Winter,Albania,45-54
656,Male,55,Sunglasses,Accessories,41,Free Shipping,Yes,Winter,Albania,45-54
657,Female,55,Scarf,Accessories,22,Free Shipping,No,Winter,Albania,45-54
658,Male,55,Blouse,Clothing,63,Free Shipping,Yes,Winter,Albania,45-54
659,Female,55,Sweater,Clothing,55,Free Shipping,No,Winter,Albania,45-54
660,Male,55,Jeans,Clothing,98,Free Shipping,Yes,Winter,Albania,45-54
661,Male,55,Blouse,Clothing,99,Free Shipping,No,Winter,Albania,45-54
662,Male,55,Sweater,Clothing,65,Free Shipping,Yes,Winter,Albania,45-54
663,Female,55,Jeans,Clothing,35,Free Shipping,No,Winter,Albania,45-54
664,Female,55,Sandals,Footwear,85,Free Shipping,Yes,Winter,Albania,45-54
665,Male,55,Blouse,Clothing,96,Free Shipping,No,Winter,Albania,45-54
666,Male,55,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Albania,45-54
667,Female,55,Shirt,Clothing,52,Free Shipping,No,Winter,Albania,45-54
668,Female,55,Shorts,Clothing,22,Free Shipping,Yes,Winter,Albania,45-54
669,Male,55,Coat,Outerwear,21,Free Shipping,No,Winter,Albania,45-54
670,Female,55,Handbag,Accessories,45,Free Shipping,Yes,Winter,Albania,45-54
671,Male,55,Sunglasses,Accessories,77,Free Shipping,No,Winter,Albania,45-54
672,Female,55,Scarf,Accessories,50,Free Shipping,Yes,Winter,Albania,45-54
673,Female,55,Blouse,Clothing,25,Free Shipping,No,Winter,Albania,45-54
674,Female,55,Sweater,Clothing,15,Free Shipping,Yes,Winter,Albania,45-54
675,Male,55,Jeans,Clothing,69,Free Shipping,No,Winter,Albania,45-54
676,Male,55,Sandals,Footwear,85,Free Shipping,Yes,Winter,Albania,45-54
677,Female,55,Blouse,Clothing,12,Free Shipping,No,Winter,Albania,45-54
678,Male,55,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Albania,45-54
679,Female,55,Shirt,Clothing,23,Free Shipping,No,Winter,Albania,45-54
680,Female,55,Shorts,Clothing,14,Free Shipping,Yes,Winter,Albania,45-54
681,Male,55,Coat,Outerwear,25,Free Shipping,No,Winter,Albania,45-54
682,Male,55,Handbag,Accessories,41,Free Shipping,Yes,Winter,Albania,45-54
683,Male,55,Sunglasses,Accessories,22,Free Shipping,No,Winter,Albania,45-54
684,Female,55,Scarf,Accessories,63,Free Shipping,Yes,Winter,Albania,45-54
